Gene,targetId,disease_score,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,doability_score,tissue_score,precedence_score,tracability_score,priority
DLGAP4,ENSG00000080845,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.8487900000000004,0.0,-1.0,-1.0,0.0,0.4243950000000002,0.0,0.0,0.0,0.04730294638089298
MTPAP,ENSG00000107951,0.0243172319044648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.047226892761785925
MSC,ENSG00000178860,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.1990299999999997,0.0,-1.0,0.0,0.0,0.09951499999999985,0.25,0.0,0.0,0.04711011595223239
EIF2B3,ENSG00000070785,0.0439061131608393,0.0,0.0,0.0,0.0,0.0,0.59071,0.0,-1.0,-1.0,0.0,0.295355,0.0,0.0,0.0,0.04709794526433572
CHMP3,ENSG00000115561,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.8423400000000001,0.0,-1.0,-1.0,0.0,0.42117000000000004,0.0,0.0,0.0,0.046980446380892965
ZNF285,ENSG00000267508,0.0548856651034694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04695426604138776
FIG4,ENSG00000112367,0.0226285352444325,0.0,0.0,0.0,0.0,0.0,0.7574399999999997,0.0,-1.0,-1.0,0.0,0.37871999999999983,0.0,0.0,0.0,0.04692341409777299
PRDM10,ENSG00000170325,0.0425551558328134,0.0,0.0,0.0,0.0,0.0,0.5977499999999999,0.0,-1.0,-1.0,0.0,0.29887499999999995,0.0,0.0,0.0,0.04690956233312536
JRKL,ENSG00000183340,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6946550000000002,0.0,-1.0,-1.0,0.0,0.3473275000000001,0.0,0.0,0.0,0.046891365952232415
RHOF,ENSG00000139725,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.6445500000000003,0.0,-1.0,-1.0,0.0,0.32227500000000014,0.0,0.0,0.0,0.046817839142678896
NDN,ENSG00000182636,0.0971000579518561,0.0,0.0,0.0,0.0,0.0,0.1588799999999999,0.0,-1.0,-1.0,0.0,0.07943999999999996,0.0,0.0,0.0,0.04678402318074244
SEC22A,ENSG00000121542,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.837135,0.0,-1.0,-1.0,0.0,0.4185675,0.0,0.0,0.0,0.04672019638089296
FYCO1,ENSG00000163820,0.0227974049104357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04661896196417428
CCSAP,ENSG00000154429,0.0227974049104357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04661896196417428
RILPL2,ENSG00000150977,0.0227974049104357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04661896196417428
PSME2,ENSG00000100911,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6861899999999999,0.0,-1.0,-1.0,0.0,0.34309499999999993,0.0,0.0,0.0,0.046468115952232394
TPCN2,ENSG00000162341,0.1161198484337997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04644793937351988
PREPL,ENSG00000138078,0.0273568858925229,0.0,0.0,0.0,0.0,0.0,0.7100299999999997,0.0,-1.0,-1.0,0.0,0.35501499999999986,0.0,0.0,0.0,0.04644425435700915
STARD3,ENSG00000131748,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6853949999999998,0.0,-1.0,-1.0,0.0,0.3426974999999999,0.0,0.0,0.0,0.04642836595223239
HNRNPD,ENSG00000138668,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.8309849999999998,0.0,-1.0,-1.0,0.0,0.4154924999999999,0.0,0.0,0.0,0.046412696380892945
TUSC2,ENSG00000114383,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.636365,0.0,-1.0,-1.0,0.0,0.3181825,0.0,0.0,0.0,0.04640858914267888
IMMTP1,ENSG00000229880,0.1160134605442176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04640538421768704
CLEC16A,ENSG00000038532,0.0562335987790749,0.0,0.0,0.0,0.0,0.0,0.4776850000000003,0.0,-1.0,-1.0,0.0,0.23884250000000015,0.0,0.0,0.0,0.046377689511629974
PFDN2,ENSG00000143256,0.0151982699402905,0.0,0.0,0.0,0.0,0.0,0.8051949999999998,0.0,-1.0,-1.0,0.0,0.4025974999999999,0.0,0.0,0.0,0.04633905797611619
MNT,ENSG00000070444,0.0273568858925229,0.0,0.0,0.0,0.0,0.0,0.7079050000000002,0.0,-1.0,-1.0,0.0,0.3539525000000001,0.0,0.0,0.0,0.046338004357009174
BTG2,ENSG00000159388,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6835450000000002,0.0,-1.0,-1.0,0.0,0.3417725000000001,0.0,0.0,0.0,0.046335865952232415
TWF1,ENSG00000151239,0.0227974049104357,0.0,0.0,0.0,0.0,0.0,0.7428550000000002,0.0,-1.0,-1.0,0.0,0.3714275000000001,0.0,0.0,0.0,0.04626171196417429
SNHG8,ENSG00000269893,0.115506851546208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0462027406184832
PHF2,ENSG00000197724,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6806550000000001,0.0,-1.0,-1.0,0.0,0.34032750000000006,0.0,0.0,0.0,0.04619136595223241
BRI3,ENSG00000164713,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6799999999999997,0.0,-1.0,-1.0,0.0,0.33999999999999986,0.0,0.0,0.0,0.04615861595223239
CPEB4,ENSG00000113742,0.0151982699402905,0.0,0.0,0.0,0.0,0.0,0.8010950000000001,0.0,-1.0,-1.0,0.0,0.40054750000000006,0.0,0.0,0.0,0.04613405797611621
STXBP3,ENSG00000116266,0.0406975895067779,0.0,0.0,0.0,0.0,0.0,0.5945950000000003,0.0,-1.0,-1.0,0.0,0.29729750000000016,0.0,0.0,0.0,0.04600878580271117
LACTB,ENSG00000103642,0.0607930797611621,0.0,0.0,0.0,0.0,0.0,0.4332749999999997,0.0,-1.0,-1.0,0.0,0.21663749999999984,0.0,0.0,0.0,0.04598098190446483
BAG6,ENSG00000204463,0.0425551558328134,0.0,0.0,0.0,0.0,0.0,0.5783149999999999,0.0,-1.0,-1.0,0.0,0.28915749999999996,0.0,0.0,0.0,0.045937812333125355
SAFB,ENSG00000160633,0.0729516957133945,0.0,0.0,0.0,0.0,0.0,0.3347850000000001,0.0,-1.0,-1.0,0.0,0.16739250000000006,0.0,0.0,0.0,0.045919928285357806
SEC62,ENSG00000008952,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6741849999999999,0.0,-1.0,-1.0,0.0,0.33709249999999996,0.0,0.0,0.0,0.0458678659522324
ZNF366,ENSG00000178175,0.0145048228431671,0.0,0.0,0.0,0.0,0.0,0.3010750000000001,0.0,-1.0,0.0,0.0,0.15053750000000005,0.25,0.0,0.0,0.04585567913726685
H3P10,ENSG00000229421,0.1145780683831902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.045831227353276084
CHST3,ENSG00000122863,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.2693100000000001,0.0,-1.0,0.0,0.0,0.13465500000000005,0.25,0.0,0.0,0.045760669571339445
FOXO6,ENSG00000204060,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.8170749999999998,0.0,-1.0,-1.0,0.0,0.4085374999999999,0.0,0.0,0.0,0.04571719638089296
MIPOL1,ENSG00000151338,0.0515556491232652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04562225964930608
EIF2B5,ENSG00000145191,0.0638327337492202,0.0,0.0,0.0,0.0,0.0,0.3966700000000003,0.0,-1.0,-1.0,0.0,0.19833500000000015,0.0,0.0,0.0,0.0453665934996881
PGPEP1,ENSG00000130517,0.0212775779164067,0.0,0.0,0.0,0.0,0.0,0.7368400000000002,0.0,-1.0,-1.0,0.0,0.3684200000000001,0.0,0.0,0.0,0.04535303116656269
BIRC6,ENSG00000115760,0.0151982699402905,0.0,0.0,0.0,0.0,0.0,0.7796999999999997,0.0,-1.0,-1.0,0.0,0.38984999999999986,0.0,0.0,0.0,0.04506430797611619
DHX16,ENSG00000204560,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.8030749999999998,0.0,-1.0,-1.0,0.0,0.4015374999999999,0.0,0.0,0.0,0.04501719638089295
CTTNBP2,ENSG00000077063,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.2543599999999998,0.0,-1.0,0.0,0.0,0.1271799999999999,0.25,0.0,0.0,0.04501316957133943
ARL17B,ENSG00000228696,0.0497496347805729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.044899853912229164
MRPL43,ENSG00000055950,0.0972689276178593,0.0,0.0,0.0,0.0,0.0,0.1194949999999998,0.0,-1.0,-1.0,0.0,0.0597474999999999,0.0,0.0,0.0,0.04488232104714371
NXF1,ENSG00000162231,0.0425551558328134,0.0,0.0,0.0,0.0,0.0,0.555735,0.0,-1.0,-1.0,0.0,0.2778675,0.0,0.0,0.0,0.044808812333125364
IFI27,ENSG00000165949,0.1119773721371491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.044790948854859645
SNX4,ENSG00000114520,0.0243172319044648,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-1.0,-1.0,0.0,0.35,0.0,0.0,0.0,0.044726892761785916
SRP9,ENSG00000143742,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6511650000000003,0.0,-1.0,-1.0,0.0,0.32558250000000016,0.0,0.0,0.0,0.04471686595223242
H3P23,ENSG00000250705,0.1117292371177157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04469169484708628
TMEM164,ENSG00000157600,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.747475,0.0,-1.0,-1.0,0.0,0.3737375,0.0,0.0,0.0,0.04466891957133944
SLC25A3,ENSG00000075415,0.0589210561239249,0.0,0.0,0.0,0.0,0.0,0.4182850000000002,0.0,-1.0,-1.0,0.0,0.2091425000000001,0.0,0.0,0.0,0.044482672449569965
RAD23B,ENSG00000119318,0.0442613489320859,0.0,0.0,0.0,0.0,0.0,0.5354500000000002,0.0,-1.0,-1.0,0.0,0.2677250000000001,0.0,0.0,0.0,0.04447703957283437
NAA25,ENSG00000111300,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6450600000000002,0.0,-1.0,-1.0,0.0,0.3225300000000001,0.0,0.0,0.0,0.04441161595223241
TECR,ENSG00000099797,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7889600000000001,0.0,-1.0,-1.0,0.0,0.39448000000000005,0.0,0.0,0.0,0.044311446380892974
VTA1,ENSG00000009844,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.5928350000000002,0.0,-1.0,-1.0,0.0,0.2964175000000001,0.0,0.0,0.0,0.04423208914267889
SLC2A4RG,ENSG00000125520,0.0165492272683163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04411969090732652
KDSR,ENSG00000119537,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6385550000000002,0.0,-1.0,-1.0,0.0,0.3192775000000001,0.0,0.0,0.0,0.04408636595223241
EEF1D,ENSG00000104529,0.0759913497014526,0.0,0.0,0.0,0.0,0.0,0.2735700000000001,0.0,-1.0,-1.0,0.0,0.13678500000000005,0.0,0.0,0.0,0.04407503988058105
HOOK2,ENSG00000095066,0.0729516957133945,0.0,0.0,0.0,0.0,0.0,0.2976349999999996,0.0,-1.0,-1.0,0.0,0.1488174999999998,0.0,0.0,0.0,0.04406242828535778
RFC5,ENSG00000111445,0.0217235198083783,0.0,0.0,0.0,0.0,0.0,0.7058799999999998,0.0,-1.0,-1.0,0.0,0.3529399999999999,0.0,0.0,0.0,0.043983407923351314
PIAS4,ENSG00000105229,0.0547137717850459,0.0,0.0,0.0,0.0,0.0,0.4411749999999997,0.0,-1.0,-1.0,0.0,0.22058749999999985,0.0,0.0,0.0,0.043944258714018344
LEPROT,ENSG00000213625,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.7328249999999997,0.0,-1.0,-1.0,0.0,0.36641249999999986,0.0,0.0,0.0,0.043936419571339425
ARL14EP,ENSG00000152219,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6346150000000002,0.0,-1.0,-1.0,0.0,0.3173075000000001,0.0,0.0,0.0,0.04388936595223241
ANP32B,ENSG00000136938,0.0668723877372783,0.0,0.0,0.0,0.0,0.0,0.3426299999999997,0.0,-1.0,-1.0,0.0,0.17131499999999986,0.0,0.0,0.0,0.04388045509491131
UPRT,ENSG00000094841,0.0714570124476428,0.0,0.0,0.0,0.0,0.0,0.3042050000000003,0.0,-1.0,-1.0,0.0,0.15210250000000014,0.0,0.0,0.0,0.04379305497905714
SNHG7,ENSG00000233016,0.1094275435700918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04377101742803672
OCRL,ENSG00000122126,0.0377423703517214,0.0,0.0,0.0,0.0,0.0,0.5726950000000002,0.0,-1.0,-1.0,0.0,0.2863475000000001,0.0,0.0,0.0,0.04373169814068857
DHX9,ENSG00000135829,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.5826749999999997,0.0,-1.0,-1.0,0.0,0.29133749999999986,0.0,0.0,0.0,0.04372408914267886
EXOSC7,ENSG00000075914,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7766300000000002,0.0,-1.0,-1.0,0.0,0.3883150000000001,0.0,0.0,0.0,0.04369494638089297
B3GNT9,ENSG00000237172,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.1293550000000003,0.0,-1.0,0.0,0.0,0.06467750000000015,0.25,0.0,0.0,0.04362636595223242
DSP-AS1,ENSG00000261189,0.1090015107612228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04360060430448912
LARS2,ENSG00000011376,0.0683922147313073,0.0,0.0,0.0,0.0,0.0,0.3244750000000003,0.0,-1.0,-1.0,0.0,0.16223750000000015,0.0,0.0,0.0,0.04358063589252294
H2BC12L,ENSG00000234289,0.0151982699402905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.375,0.0,0.0,0.043579307976116206
PIGF,ENSG00000151665,0.0607930797611621,0.0,0.0,0.0,0.0,0.0,0.3835599999999999,0.0,-1.0,-1.0,0.0,0.19177999999999995,0.0,0.0,0.0,0.04349523190446484
RNF40,ENSG00000103549,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6253749999999997,0.0,-1.0,-1.0,0.0,0.31268749999999984,0.0,0.0,0.0,0.043427365952232386
CLSTN1,ENSG00000171603,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6228349999999999,0.0,-1.0,-1.0,0.0,0.31141749999999996,0.0,0.0,0.0,0.0433003659522324
MFHAS1,ENSG00000147324,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.7195799999999999,0.0,-1.0,-1.0,0.0,0.35978999999999994,0.0,0.0,0.0,0.043274169571339435
ZNF384,ENSG00000126746,0.0334361938686391,0.0,0.0,0.0,0.0,0.0,0.5970399999999998,0.0,-1.0,-1.0,0.0,0.2985199999999999,0.0,0.0,0.0,0.04322647754745563
RPN2,ENSG00000118705,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.61965,0.0,-1.0,-1.0,0.0,0.309825,0.0,0.0,0.0,0.043141115952232405
ANAPC1,ENSG00000153107,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.6193399999999997,0.0,-1.0,-1.0,0.0,0.30966999999999983,0.0,0.0,0.0,0.04312561595223238
GIT2,ENSG00000139436,0.028876712886552,0.0,0.0,0.0,0.0,0.0,0.6310949999999999,0.0,-1.0,-1.0,0.0,0.3155474999999999,0.0,0.0,0.0,0.04310543515462079
B3GNTL1,ENSG00000175711,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.2630049999999997,0.0,-1.0,0.0,0.0,0.13150249999999986,0.25,0.0,0.0,0.043013696380892946
SNX29,ENSG00000048471,0.0607930797611621,0.0,0.0,0.0,0.0,0.0,0.3726950000000002,0.0,-1.0,-1.0,0.0,0.1863475000000001,0.0,0.0,0.0,0.04295198190446485
IRF2BPL,ENSG00000119669,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7613050000000001,0.0,-1.0,-1.0,0.0,0.38065250000000006,0.0,0.0,0.0,0.04292869638089297
METTL13,ENSG00000010165,0.0448737118036759,0.0,0.0,0.0,0.0,0.0,0.4992849999999997,0.0,-1.0,-1.0,0.0,0.24964249999999985,0.0,0.0,0.0,0.04291373472147035
ATP6V1G1,ENSG00000136888,0.0140563951701271,0.0,0.0,0.0,0.0,0.0,0.7457650000000001,0.0,-1.0,-1.0,0.0,0.37288250000000006,0.0,0.0,0.0,0.04291080806805085
ZC3H15,ENSG00000065548,0.0101198402495523,0.0,0.0,0.0,0.0,0.0,0.7769950000000001,0.0,-1.0,-1.0,0.0,0.38849750000000005,0.0,0.0,0.0,0.04289768609982093
CHERP,ENSG00000085872,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.759825,0.0,-1.0,-1.0,0.0,0.3799125,0.0,0.0,0.0,0.04285469638089297
CNNM3,ENSG00000168763,0.0607930797611621,0.0,0.0,0.0,0.0,0.0,0.3705800000000003,0.0,-1.0,-1.0,0.0,0.18529000000000015,0.0,0.0,0.0,0.042846231904464856
ATP5MC2,ENSG00000135390,0.0349560208626682,0.0,0.0,0.0,0.0,0.0,0.5744700000000001,0.0,-1.0,-1.0,0.0,0.2872350000000001,0.0,0.0,0.0,0.04270590834506729
SNORA63,ENSG00000200320,0.0383290890514912,0.0,0.0,0.0,0.0,0.0,0.5454549999999998,0.0,-1.0,-1.0,0.0,0.2727274999999999,0.0,0.0,0.0,0.04260438562059647
BBS2,ENSG00000125124,0.0439061131608393,0.0,0.0,0.0,0.0,0.0,0.5006950000000003,0.0,-1.0,-1.0,0.0,0.25034750000000017,0.0,0.0,0.0,0.04259719526433574
RCAN1,ENSG00000159200,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
BCAM,ENSG00000187244,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
CD302,ENSG00000241399,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
OAS1,ENSG00000089127,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
PTTG1,ENSG00000164611,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
HILPDA,ENSG00000135245,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
PLIN2,ENSG00000147872,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.04236344638089297
M6PR,ENSG00000003056,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.60289,0.0,-1.0,-1.0,0.0,0.301445,0.0,0.0,0.0,0.042303115952232406
ATP13A1,ENSG00000105726,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7466799999999999,0.0,-1.0,-1.0,0.0,0.37333999999999995,0.0,0.0,0.0,0.042197446380892956
RAI14,ENSG00000039560,0.0729516957133945,0.0,0.0,0.0,0.0,0.0,0.2602049999999998,0.0,-1.0,-1.0,0.0,0.1301024999999999,0.0,0.0,0.0,0.04219092828535779
ARID2,ENSG00000189079,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.5994549999999996,0.0,-1.0,-1.0,0.0,0.2997274999999998,0.0,0.0,0.0,0.04213136595223238
CCNL2,ENSG00000221978,0.0451523712959431,0.0,0.0,0.0,0.0,0.0,0.4807699999999997,0.0,-1.0,-1.0,0.0,0.24038499999999985,0.0,0.0,0.0,0.04209944851837723
PER3,ENSG00000049246,0.0425551558328134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04202206233312536
GFM1,ENSG00000168827,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.5472700000000004,0.0,-1.0,-1.0,0.0,0.2736350000000002,0.0,0.0,0.0,0.0419538391426789
DCP1B,ENSG00000151065,0.1048680625880046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.041947225035201846
THAP11,ENSG00000168286,0.0273568858925229,0.0,0.0,0.0,0.0,0.0,0.6178350000000001,0.0,-1.0,-1.0,0.0,0.30891750000000007,0.0,0.0,0.0,0.04183450435700917
ST3GAL2,ENSG00000157350,0.0151982699402905,0.0,0.0,0.0,0.0,0.0,0.7142850000000003,0.0,-1.0,-1.0,0.0,0.35714250000000014,0.0,0.0,0.0,0.04179355797611622
UQCRH,ENSG00000173660,0.0408664591727811,0.0,0.0,0.0,0.0,0.0,0.5054949999999998,0.0,-1.0,-1.0,0.0,0.2527474999999999,0.0,0.0,0.0,0.04162133366911243
TIMM50,ENSG00000105197,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.5892350000000001,0.0,-1.0,-1.0,0.0,0.29461750000000003,0.0,0.0,0.0,0.04162036595223241
BAG1,ENSG00000107262,0.1040355351346087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04161421405384348
USP48,ENSG00000090686,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7343000000000004,0.0,-1.0,-1.0,0.0,0.3671500000000002,0.0,0.0,0.0,0.041578446380892975
VPS13D,ENSG00000048707,0.0243172319044648,0.0,0.0,0.0,0.0,0.0,0.6365099999999998,0.0,-1.0,-1.0,0.0,0.3182549999999999,0.0,0.0,0.0,0.04155239276178591
NDRG1,ENSG00000104419,0.0182379239283486,0.0,0.0,0.0,0.0,0.0,0.6827399999999997,0.0,-1.0,-1.0,0.0,0.34136999999999984,0.0,0.0,0.0,0.041432169571339425
LINC01988,ENSG00000283036,0.1033482355939755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0413392942375902
HS1BP3,ENSG00000118960,0.1031793659279723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.041271746371188925
ZDHHC8,ENSG00000099904,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.5817,0.0,-1.0,-1.0,0.0,0.29085,0.0,0.0,0.0,0.0412436159522324
ATP5F1E,ENSG00000124172,0.0393466321787521,0.0,0.0,0.0,0.0,0.0,0.5098050000000001,0.0,-1.0,-1.0,0.0,0.25490250000000003,0.0,0.0,0.0,0.04122890287150085
TOMM7,ENSG00000196683,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7272750000000002,0.0,-1.0,-1.0,0.0,0.3636375000000001,0.0,0.0,0.0,0.04122719638089298
ANKHD1,ENSG00000131503,0.0212775779164067,0.0,0.0,0.0,0.0,0.0,0.6538150000000001,0.0,-1.0,-1.0,0.0,0.3269075000000001,0.0,0.0,0.0,0.041201781166562694
HIBCH,ENSG00000198130,0.0911896196417431,0.0,0.0,0.0,0.0,0.0,0.0932650000000002,0.0,-1.0,-1.0,0.0,0.0466325000000001,0.0,0.0,0.0,0.04113909785669725
ANKRD37,ENSG00000186352,0.0089098443836287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.0,0.041063937753451484
HAR1B,ENSG00000231133,0.102166147931953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0408664591727812
LBH,ENSG00000213626,0.0364758478566972,0.0,0.0,0.0,0.0,0.0,0.5238100000000003,0.0,-1.0,-1.0,0.0,0.26190500000000017,0.0,0.0,0.0,0.040780839142678896
MRPS34,ENSG00000074071,0.0425551558328134,0.0,0.0,0.0,0.0,0.0,0.472475,0.0,-1.0,-1.0,0.0,0.2362375,0.0,0.0,0.0,0.040645812333125364
METTL5,ENSG00000138382,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.5693800000000003,0.0,-1.0,-1.0,0.0,0.28469000000000017,0.0,0.0,0.0,0.040627615952232424
MGME1,ENSG00000125871,0.1009290000808981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04037160003235924
TCTA,ENSG00000145022,0.030396539880581,0.0,0.0,0.0,0.0,0.0,0.5631050000000002,0.0,-1.0,-1.0,0.0,0.2815525000000001,0.0,0.0,0.0,0.04031386595223241
UBIAD1,ENSG00000120942,0.025583754399489,0.0,0.0,0.0,0.0,0.0,0.6005899999999997,0.0,-1.0,-1.0,0.0,0.30029499999999987,0.0,0.0,0.0,0.04026300175979559
CAMTA1,ENSG00000171735,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7071150000000003,0.0,-1.0,-1.0,0.0,0.35355750000000014,0.0,0.0,0.0,0.04021919638089297
ZNF410,ENSG00000119725,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7071150000000003,0.0,-1.0,-1.0,0.0,0.35355750000000014,0.0,0.0,0.0,0.04021919638089297
SLC30A6,ENSG00000152683,0.0243172319044648,0.0,0.0,0.0,0.0,0.0,0.609545,0.0,-1.0,-1.0,0.0,0.3047725,0.0,0.0,0.0,0.040204142761785924
H4C15,ENSG00000270276,0.0379956748507263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04019826994029052
OSTM1,ENSG00000081087,0.0379956748507263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04019826994029052
H4C5,ENSG00000276966,0.0379956748507263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.04019826994029052
TAP1,ENSG00000168394,0.1003085816059174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.04012343264236696
EIF2B1,ENSG00000111361,0.0121586159522324,0.0,0.0,0.0,0.0,0.0,0.7049199999999999,0.0,-1.0,-1.0,0.0,0.35245999999999994,0.0,0.0,0.0,0.04010944638089295
