Gene,targetId,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,Priority
SIAH1,ENSG00000196470,0.0,0.0,0.0,0.0,0.0,0.9822699999999998,0.0,-1.0,-1.0,0.0,-1.0177300000000002
CPSF6,ENSG00000111605,0.0,0.0,0.0,0.0,0.0,0.98185,0.0,-1.0,-1.0,0.0,-1.0181499999999999
PHB1,ENSG00000167085,0.0,0.0,0.0,0.0,0.0,0.9816200000000002,0.0,-1.0,-1.0,0.0,-1.0183799999999998
OTUB1,ENSG00000167770,0.0,0.0,0.0,0.0,0.0,0.98155,0.0,-1.0,-1.0,0.0,-1.01845
PTBP2,ENSG00000117569,0.0,0.0,0.0,0.0,0.0,0.9811700000000002,0.0,-1.0,-1.0,0.0,-1.01883
DHX15,ENSG00000109606,0.0,0.0,0.0,0.0,0.0,0.9811300000000004,0.0,-1.0,-1.0,0.0,-1.0188699999999997
UBB,ENSG00000170315,0.0,0.0,0.0,0.0,0.0,0.978165,0.0,-1.0,-1.0,0.0,-1.021835
PRPF3,ENSG00000117360,0.0,0.0,0.0,0.0,0.0,0.97804,0.0,-1.0,-1.0,0.0,-1.02196
MFAP1,ENSG00000140259,0.0,0.0,0.0,0.0,0.0,0.9772199999999998,0.0,-1.0,-1.0,0.0,-1.0227800000000002
DDX39B,ENSG00000198563,0.0,0.0,0.0,0.0,0.0,0.9766350000000004,0.0,-1.0,-1.0,0.0,-1.0233649999999996
CHMP2B,ENSG00000083937,0.0,0.0,0.0,0.0,0.0,0.9765250000000002,0.0,-1.0,-1.0,0.0,-1.023475
AP3M1,ENSG00000185009,0.0,0.0,0.0,0.0,0.0,0.976075,0.0,-1.0,-1.0,0.0,-1.023925
DNAJA2,ENSG00000069345,0.0,0.0,0.0,0.0,0.0,0.97573,0.0,-1.0,-1.0,0.0,-1.02427
SNX6,ENSG00000129515,0.0,0.0,0.0,0.0,0.0,0.9753700000000002,0.0,-1.0,-1.0,0.0,-1.0246299999999997
UBE2E2,ENSG00000182247,0.0,0.0,0.0,0.0,0.0,0.975125,0.0,-1.0,-1.0,0.0,-1.024875
SELENOT,ENSG00000198843,0.0,0.0,0.0,0.0,0.0,0.97436,0.0,-1.0,-1.0,0.0,-1.02564
CFAP20,ENSG00000070761,0.0,0.0,0.0,0.0,0.0,0.9740949999999998,0.0,-1.0,-1.0,0.0,-1.0259050000000003
EMC4,ENSG00000128463,0.0,0.0,0.0,0.0,0.0,0.9726799999999998,0.0,-1.0,-1.0,0.0,-1.0273200000000002
DCTN5,ENSG00000166847,0.0,0.0,0.0,0.0,0.0,0.9725250000000004,0.0,-1.0,-1.0,0.0,-1.0274749999999995
XPO7,ENSG00000130227,0.0,0.0,0.0,0.0,0.0,0.9723999999999996,0.0,-1.0,-1.0,0.0,-1.0276000000000005
DR1,ENSG00000117505,0.0,0.0,0.0,0.0,0.0,0.9715899999999996,0.0,-1.0,-1.0,0.0,-1.0284100000000005
CAND1,ENSG00000111530,0.0,0.0,0.0,0.0,0.0,0.9715449999999995,0.0,-1.0,-1.0,0.0,-1.0284550000000006
IPO7,ENSG00000205339,0.0,0.0,0.0,0.0,0.0,0.9711,0.0,-1.0,-1.0,0.0,-1.0289000000000001
CNOT1,ENSG00000125107,0.0,0.0,0.0,0.0,0.0,0.9705399999999996,0.0,-1.0,-1.0,0.0,-1.0294600000000003
DAZAP2,ENSG00000183283,0.0,0.0,0.0,0.0,0.0,0.9702399999999998,0.0,-1.0,-1.0,0.0,-1.0297600000000002
NFYC,ENSG00000066136,0.0,0.0,0.0,0.0,0.0,0.9701500000000004,0.0,-1.0,-1.0,0.0,-1.0298499999999997
SKP1,ENSG00000113558,0.0,0.0,0.0,0.0,0.0,0.969325,0.0,-1.0,-1.0,0.0,-1.030675
EFTUD2,ENSG00000108883,0.0,0.0,0.0,0.0,0.0,0.969135,0.0,-1.0,-1.0,0.0,-1.030865
PURA,ENSG00000185129,0.0,0.0,0.0,0.0,0.0,0.968945,0.0,-1.0,-1.0,0.0,-1.031055
VPS35,ENSG00000069329,0.0,0.0,0.0,0.0,0.0,0.968595,0.0,-1.0,-1.0,0.0,-1.031405
STAG1,ENSG00000118007,0.0,0.0,0.0,0.0,0.0,0.9682049999999996,0.0,-1.0,-1.0,0.0,-1.0317950000000002
RNF11,ENSG00000123091,0.0,0.0,0.0,0.0,0.0,0.96753,0.0,-1.0,-1.0,0.0,-1.03247
TNPO3,ENSG00000064419,0.0,0.0,0.0,0.0,0.0,0.9674950000000002,0.0,-1.0,-1.0,0.0,-1.0325049999999998
E2F6,ENSG00000169016,0.0,0.0,0.0,0.0,0.0,0.21708,0.0,-1.0,-1.0,0.75,-1.03292
ARPC2,ENSG00000163466,0.0,0.0,0.0,0.0,0.0,0.9666649999999996,0.0,-1.0,-1.0,0.0,-1.0333350000000006
MEMO1,ENSG00000162959,0.0,0.0,0.0,0.0,0.0,0.96633,0.0,-1.0,-1.0,0.0,-1.0336699999999999
TOMM20,ENSG00000173726,0.0,0.0,0.0,0.0,0.0,0.965515,0.0,-1.0,-1.0,0.0,-1.034485
MIB1,ENSG00000101752,0.0,0.0,0.0,0.0,0.0,0.9652099999999996,0.0,-1.0,-1.0,0.0,-1.0347900000000005
UBE2Q1,ENSG00000160714,0.0,0.0,0.0,0.0,0.0,0.9644550000000004,0.0,-1.0,-1.0,0.0,-1.0355449999999995
RAB40C,ENSG00000197562,0.0,0.0,0.0,0.0,0.0,0.9644150000000004,0.0,-1.0,-1.0,0.0,-1.0355849999999998
NT5C2,ENSG00000076685,0.0,0.0,0.0,0.0,0.0,0.9643500000000004,0.0,-1.0,-1.0,0.0,-1.0356499999999995
UHMK1,ENSG00000152332,0.0,0.0,0.0,0.0,0.0,0.9642000000000004,0.0,-1.0,-1.0,0.0,-1.0357999999999996
COPB1,ENSG00000129083,0.0,0.0,0.0,0.0,0.0,0.963275,0.0,-1.0,-1.0,0.0,-1.0367250000000001
CPSF4,ENSG00000160917,0.0,0.0,0.0,0.0,0.0,0.9628250000000002,0.0,-1.0,-1.0,0.0,-1.037175
SNW1,ENSG00000100603,0.0,0.0,0.0,0.0,0.0,0.9626849999999998,0.0,-1.0,-1.0,0.0,-1.0373150000000002
KPNB1,ENSG00000108424,0.0,0.0,0.0,0.0,0.0,0.9600450000000004,0.0,-1.0,-1.0,0.0,-1.0399549999999995
LAMTOR2,ENSG00000116586,0.0,0.0,0.0,0.0,0.0,0.9600000000000002,0.0,-1.0,-1.0,0.0,-1.0399999999999998
CTCF,ENSG00000102974,0.0,0.0,0.0,0.0,0.0,0.958735,0.0,-1.0,-1.0,0.0,-1.041265
RNF141,ENSG00000110315,0.0,0.0,0.0,0.0,0.0,0.9565199999999996,0.0,-1.0,-1.0,0.0,-1.0434800000000004
HNRNPA2B1,ENSG00000122566,0.0,0.0,0.0,0.0,0.0,0.9560099999999998,0.0,-1.0,-1.0,0.0,-1.0439900000000002
VPS26B,ENSG00000151502,0.0,0.0,0.0,0.0,0.0,0.9553550000000002,0.0,-1.0,-1.0,0.0,-1.0446449999999998
VPS4A,ENSG00000132612,0.0,0.0,0.0,0.0,0.0,0.954235,0.0,-1.0,-1.0,0.0,-1.0457649999999998
VPS26A,ENSG00000122958,0.0,0.0,0.0,0.0,0.0,0.95413,0.0,-1.0,-1.0,0.0,-1.0458699999999999
CSE1L,ENSG00000124207,0.0,0.0,0.0,0.0,0.0,0.9536549999999998,0.0,-1.0,-1.0,0.0,-1.046345
DNAL4,ENSG00000100246,0.0,0.0,0.0,0.0,0.0,0.95238,0.0,-1.0,-1.0,0.0,-1.04762
TMED2,ENSG00000086598,0.0,0.0,0.0,0.0,0.0,0.9502499999999998,0.0,-1.0,-1.0,0.0,-1.0497500000000002
RAB1B,ENSG00000174903,0.0,0.0,0.0,0.0,0.0,0.9502499999999998,0.0,-1.0,-1.0,0.0,-1.0497500000000002
CYTH3,ENSG00000008256,0.0,0.0,0.0,0.0,0.0,0.949875,0.0,-1.0,-1.0,0.0,-1.050125
PUM1,ENSG00000134644,0.0,0.0,0.0,0.0,0.0,0.9494950000000004,0.0,-1.0,-1.0,0.0,-1.0505049999999996
ZNF207,ENSG00000010244,0.0,0.0,0.0,0.0,0.0,0.9493949999999998,0.0,-1.0,-1.0,0.0,-1.0506050000000002
PATZ1,ENSG00000100105,0.0,0.0,0.0,0.0,0.0,0.949055,0.0,-1.0,-1.0,0.0,-1.050945
CHP1,ENSG00000187446,0.0,0.0,0.0,0.0,0.0,0.94872,0.0,-1.0,-1.0,0.0,-1.05128
ERGIC1,ENSG00000113719,0.0,0.0,0.0,0.0,0.0,0.9482750000000004,0.0,-1.0,-1.0,0.0,-1.0517249999999996
UBE2E1,ENSG00000170142,0.0,0.0,0.0,0.0,0.0,0.9481850000000002,0.0,-1.0,-1.0,0.0,-1.051815
TRAPPC5,ENSG00000181029,0.0,0.0,0.0,0.0,0.0,0.94681,0.0,-1.0,-1.0,0.0,-1.0531899999999998
DDX46,ENSG00000145833,0.0,0.0,0.0,0.0,0.0,0.946705,0.0,-1.0,-1.0,0.0,-1.0532949999999999
SMAD5,ENSG00000113658,0.0,0.0,0.0,0.0,0.0,0.946235,0.0,-1.0,-1.0,0.0,-1.0537649999999998
GTF2H4,ENSG00000213780,0.0,0.0,0.0,0.0,0.0,0.945885,0.0,-1.0,-1.0,0.0,-1.054115
RHEB,ENSG00000106615,0.0,0.0,0.0,0.0,0.0,0.94565,0.0,-1.0,-1.0,0.0,-1.05435
COPS7A,ENSG00000111652,0.0,0.0,0.0,0.0,0.0,0.9454549999999996,0.0,-1.0,-1.0,0.0,-1.0545450000000005
VPS29,ENSG00000111237,0.0,0.0,0.0,0.0,0.0,0.945055,0.0,-1.0,-1.0,0.0,-1.054945
LAMTOR5,ENSG00000134248,0.0,0.0,0.0,0.0,0.0,0.945055,0.0,-1.0,-1.0,0.0,-1.054945
EIF4G2,ENSG00000110321,0.0,0.0,0.0,0.0,0.0,0.9448749999999996,0.0,-1.0,-1.0,0.0,-1.0551250000000003
ARL1,ENSG00000120805,0.0,0.0,0.0,0.0,0.0,0.9447499999999998,0.0,-1.0,-1.0,0.0,-1.0552500000000002
DDX41,ENSG00000183258,0.0,0.0,0.0,0.0,0.0,0.94373,0.0,-1.0,-1.0,0.0,-1.05627
PAF1,ENSG00000006712,0.0,0.0,0.0,0.0,0.0,0.9435049999999996,0.0,-1.0,-1.0,0.0,-1.0564950000000004
GTPBP2,ENSG00000172432,0.0,0.0,0.0,0.0,0.0,0.9418599999999998,0.0,-1.0,-1.0,0.0,-1.0581400000000003
YTHDF3,ENSG00000185728,0.0,0.0,0.0,0.0,0.0,0.9401699999999998,0.0,-1.0,-1.0,0.0,-1.0598300000000003
YY1,ENSG00000100811,0.0,0.0,0.0,0.0,0.0,0.939615,0.0,-1.0,-1.0,0.0,-1.0603850000000001
YWHAB,ENSG00000166913,0.0,0.0,0.0,0.0,0.0,0.9390250000000002,0.0,-1.0,-1.0,0.0,-1.0609749999999998
MAFG,ENSG00000197063,0.0,0.0,0.0,0.0,0.0,0.93827,0.0,-1.0,-1.0,0.0,-1.0617299999999998
CPNE8,ENSG00000139117,0.0,0.0,0.0,0.0,0.0,0.9379449999999998,0.0,-1.0,-1.0,0.0,-1.0620550000000002
ELMO2,ENSG00000062598,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,-1.0,-1.0,0.0,-1.0625
BRK1,ENSG00000254999,0.0,0.0,0.0,0.0,0.0,0.9333350000000002,0.0,-1.0,-1.0,0.0,-1.0666649999999998
GOLPH3,ENSG00000113384,0.0,0.0,0.0,0.0,0.0,0.9328850000000004,0.0,-1.0,-1.0,0.0,-1.0671149999999996
ARPC1A,ENSG00000241685,0.0,0.0,0.0,0.0,0.0,0.9324350000000002,0.0,-1.0,-1.0,0.0,-1.0675649999999997
SMIM15,ENSG00000188725,0.0,0.0,0.0,0.0,0.0,0.9324350000000002,0.0,-1.0,-1.0,0.0,-1.0675649999999997
CHMP5,ENSG00000086065,0.0,0.0,0.0,0.0,0.0,0.931505,0.0,-1.0,-1.0,0.0,-1.068495
ATG101,ENSG00000123395,0.0,0.0,0.0,0.0,0.0,0.9311950000000004,0.0,-1.0,-1.0,0.0,-1.0688049999999996
PCBP2,ENSG00000197111,0.0,0.0,0.0,0.0,0.0,0.9309399999999995,0.0,-1.0,-1.0,0.0,-1.0690600000000003
CTBP1,ENSG00000159692,0.0,0.0,0.0,0.0,0.0,0.93007,0.0,-1.0,-1.0,0.0,-1.06993
GTF2H5,ENSG00000272047,0.0,0.0,0.0,0.0,0.0,0.92958,0.0,-1.0,-1.0,0.0,-1.07042
CLP1,ENSG00000172409,0.0,0.0,0.0,0.0,0.0,0.92941,0.0,-1.0,-1.0,0.0,-1.0705900000000002
ACTN4,ENSG00000130402,0.0,0.0,0.0,0.0,0.0,0.9286499999999996,0.0,-1.0,-1.0,0.0,-1.0713500000000002
SNX27,ENSG00000143376,0.0,0.0,0.0,0.0,0.0,0.9260649999999998,0.0,-1.0,-1.0,0.0,-1.073935
GATAD2B,ENSG00000143614,0.0,0.0,0.0,0.0,0.0,0.9241149999999998,0.0,-1.0,-1.0,0.0,-1.0758850000000002
CUL5,ENSG00000166266,0.0,0.0,0.0,0.0,0.0,0.923075,0.0,-1.0,-1.0,0.0,-1.0769250000000001
MIR29A,ENSG00000284032,0.0,0.0,0.0,0.0,0.0,0.921875,0.0,-1.0,-1.0,0.0,-1.078125
AP2A1,ENSG00000196961,0.0,0.0,0.0,0.0,0.0,0.921465,0.0,-1.0,-1.0,0.0,-1.078535
SPTAN1,ENSG00000197694,0.0,0.0,0.0,0.0,0.0,0.921275,0.0,-1.0,-1.0,0.0,-1.078725
BMAL1,ENSG00000133794,0.0,0.0,0.0,0.0,0.0,0.9201300000000004,0.0,-1.0,-1.0,0.0,-1.0798699999999997
TIAL1,ENSG00000151923,0.0,0.0,0.0,0.0,0.0,0.9200000000000004,0.0,-1.0,-1.0,0.0,-1.0799999999999996
KHSRP,ENSG00000088247,0.0,0.0,0.0,0.0,0.0,0.9196800000000004,0.0,-1.0,-1.0,0.0,-1.0803199999999995
USF1,ENSG00000158773,0.0,0.0,0.0,0.0,0.0,0.919355,0.0,-1.0,-1.0,0.0,-1.080645
MACROH2A2,ENSG00000099284,0.0,0.0,0.0,0.0,0.0,0.919355,0.0,-1.0,-1.0,0.0,-1.080645
USP12,ENSG00000152484,0.0,0.0,0.0,0.0,0.0,0.91892,0.0,-1.0,-1.0,0.0,-1.08108
ANKH,ENSG00000154122,0.0,0.0,0.0,0.0,0.0,0.9186999999999996,0.0,-1.0,-1.0,0.0,-1.0813000000000004
RBM14,ENSG00000239306,0.0,0.0,0.0,0.0,0.0,0.91779,0.0,-1.0,-1.0,0.0,-1.08221
TUBGCP4,ENSG00000137822,0.0,0.0,0.0,0.0,0.0,0.91742,0.0,-1.0,-1.0,0.0,-1.08258
G3BP2,ENSG00000138757,0.0,0.0,0.0,0.0,0.0,0.9170099999999998,0.0,-1.0,-1.0,0.0,-1.0829900000000001
PDP1,ENSG00000164951,0.0,0.0,0.0,0.0,0.0,0.9162,0.0,-1.0,-1.0,0.0,-1.0838
SPTBN1,ENSG00000115306,0.0,0.0,0.0,0.0,0.0,0.9154000000000004,0.0,-1.0,-1.0,0.0,-1.0845999999999996
PRPF6,ENSG00000101161,0.0,0.0,0.0,0.0,0.0,0.914985,0.0,-1.0,-1.0,0.0,-1.0850149999999998
POLR2K,ENSG00000147669,0.0,0.0,0.0,0.0,0.0,0.9137949999999996,0.0,-1.0,-1.0,0.0,-1.0862050000000005
TRRAP,ENSG00000196367,0.0,0.0,0.0,0.0,0.0,0.913505,0.0,-1.0,-1.0,0.0,-1.086495
SNX5,ENSG00000089006,0.0,0.0,0.0,0.0,0.0,0.9133650000000004,0.0,-1.0,-1.0,0.0,-1.0866349999999996
WDR20,ENSG00000140153,0.0,0.0,0.0,0.0,0.0,0.9121250000000004,0.0,-1.0,-1.0,0.0,-1.0878749999999995
COPB2,ENSG00000184432,0.0,0.0,0.0,0.0,0.0,0.9116999999999996,0.0,-1.0,-1.0,0.0,-1.0883000000000003
OTUD5,ENSG00000068308,0.0,0.0,0.0,0.0,0.0,0.9116599999999998,0.0,-1.0,-1.0,0.0,-1.08834
FAM50A,ENSG00000071859,0.0,0.0,0.0,0.0,0.0,0.9115049999999996,0.0,-1.0,-1.0,0.0,-1.0884950000000004
UBR5,ENSG00000104517,0.0,0.0,0.0,0.0,0.0,0.91068,0.0,-1.0,-1.0,0.0,-1.0893199999999998
PPIL1,ENSG00000137168,0.0,0.0,0.0,0.0,0.0,0.9096400000000002,0.0,-1.0,-1.0,0.0,-1.0903599999999998
SLC12A6,ENSG00000140199,0.0,0.0,0.0,0.0,0.0,0.908695,0.0,-1.0,-1.0,0.0,-1.091305
ATP6V1C1,ENSG00000155097,0.0,0.0,0.0,0.0,0.0,0.9083750000000002,0.0,-1.0,-1.0,0.0,-1.0916249999999998
UBAP2L,ENSG00000143569,0.0,0.0,0.0,0.0,0.0,0.908005,0.0,-1.0,-1.0,0.0,-1.091995
RSL24D1,ENSG00000137876,0.0,0.0,0.0,0.0,0.0,0.9079749999999998,0.0,-1.0,-1.0,0.0,-1.0920250000000002
SIAH2,ENSG00000181788,0.0,0.0,0.0,0.0,0.0,0.907405,0.0,-1.0,-1.0,0.0,-1.092595
PPIL3,ENSG00000240344,0.0,0.0,0.0,0.0,0.0,0.90683,0.0,-1.0,-1.0,0.0,-1.09317
C9orf72,ENSG00000147894,0.0,0.0,0.0,0.0,0.0,0.906445,0.0,-1.0,-1.0,0.0,-1.093555
SF3A1,ENSG00000099995,0.0,0.0,0.0,0.0,0.0,0.9054250000000004,0.0,-1.0,-1.0,0.0,-1.0945749999999996
PITHD1,ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.9052149999999998,0.0,-1.0,-1.0,0.0,-1.0947850000000003
CALU,ENSG00000128595,0.0,0.0,0.0,0.0,0.0,0.9047600000000002,0.0,-1.0,-1.0,0.0,-1.0952399999999998
PRKRA,ENSG00000180228,0.0,0.0,0.0,0.0,0.0,0.904155,0.0,-1.0,-1.0,0.0,-1.095845
VEZF1,ENSG00000136451,0.0,0.0,0.0,0.0,0.0,0.9040300000000002,0.0,-1.0,-1.0,0.0,-1.0959699999999999
GMPPB,ENSG00000173540,0.0,0.0,0.0,0.0,0.0,0.90278,0.0,-1.0,-1.0,0.0,-1.09722
ATP6V1A,ENSG00000114573,0.0,0.0,0.0,0.0,0.0,0.9027549999999998,0.0,-1.0,-1.0,0.0,-1.0972450000000002
RBM5,ENSG00000003756,0.0,0.0,0.0,0.0,0.0,0.90184,0.0,-1.0,-1.0,0.0,-1.09816
RHOT1,ENSG00000126858,0.0,0.0,0.0,0.0,0.0,0.901365,0.0,-1.0,-1.0,0.0,-1.098635
PIAS1,ENSG00000033800,0.0,0.0,0.0,0.0,0.0,0.9001550000000001,0.0,-1.0,-1.0,0.0,-1.0998449999999997
BECN1,ENSG00000126581,0.0,0.0,0.0,0.0,0.0,0.9,0.0,-1.0,-1.0,0.0,-1.1
FCF1,ENSG00000119616,0.0,0.0,0.0,0.0,0.0,0.8989899999999998,0.0,-1.0,-1.0,0.0,-1.10101
USF2,ENSG00000105698,0.0,0.0,0.0,0.0,0.0,0.898845,0.0,-1.0,-1.0,0.0,-1.1011549999999999
ATG9A,ENSG00000198925,0.0,0.0,0.0,0.0,0.0,0.8986899999999999,0.0,-1.0,-1.0,0.0,-1.1013100000000002
ARIH2,ENSG00000177479,0.0,0.0,0.0,0.0,0.0,0.8985799999999997,0.0,-1.0,-1.0,0.0,-1.1014200000000003
EIF6,ENSG00000242372,0.0,0.0,0.0,0.0,0.0,0.8979599999999998,0.0,-1.0,-1.0,0.0,-1.1020400000000001
PBX2,ENSG00000204304,0.0,0.0,0.0,0.0,0.0,0.8953499999999999,0.0,-1.0,-1.0,0.0,-1.1046500000000001
UBTF,ENSG00000108312,0.0,0.0,0.0,0.0,0.0,0.8952899999999999,0.0,-1.0,-1.0,0.0,-1.10471
GNA12,ENSG00000146535,0.0,0.0,0.0,0.0,0.0,0.8950150000000001,0.0,-1.0,-1.0,0.0,-1.1049849999999999
CDC5L,ENSG00000096401,0.0,0.0,0.0,0.0,0.0,0.8940150000000002,0.0,-1.0,-1.0,0.0,-1.1059849999999998
MIEF1,ENSG00000100335,0.0,0.0,0.0,0.0,0.0,0.8920099999999997,0.0,-1.0,-1.0,0.0,-1.1079900000000003
SET,ENSG00000119335,0.0,0.0,0.0,0.0,0.0,0.891695,0.0,-1.0,-1.0,0.0,-1.108305
PDS5A,ENSG00000121892,0.0,0.0,0.0,0.0,0.0,0.8915500000000002,0.0,-1.0,-1.0,0.0,-1.10845
COP1,ENSG00000143207,0.0,0.0,0.0,0.0,0.0,0.89056,0.0,-1.0,-1.0,0.0,-1.10944
WDFY1,ENSG00000085449,0.0,0.0,0.0,0.0,0.0,0.8902450000000002,0.0,-1.0,-1.0,0.0,-1.1097549999999998
RNF5,ENSG00000204308,0.0,0.0,0.0,0.0,0.0,0.88889,0.0,-1.0,-1.0,0.0,-1.11111
ATL2,ENSG00000119787,0.0,0.0,0.0,0.0,0.0,0.8885100000000001,0.0,-1.0,-1.0,0.0,-1.1114899999999999
KPNA1,ENSG00000114030,0.0,0.0,0.0,0.0,0.0,0.8884749999999997,0.0,-1.0,-1.0,0.0,-1.1115250000000003
NELFCD,ENSG00000101158,0.0,0.0,0.0,0.0,0.0,0.8881250000000002,0.0,-1.0,-1.0,0.0,-1.111875
ARPC3,ENSG00000111229,0.0,0.0,0.0,0.0,0.0,0.8876399999999997,0.0,-1.0,-1.0,0.0,-1.1123600000000002
LSM1,ENSG00000175324,0.0,0.0,0.0,0.0,0.0,0.8872199999999999,0.0,-1.0,-1.0,0.0,-1.11278
PUM2,ENSG00000055917,0.0,0.0,0.0,0.0,0.0,0.8872199999999999,0.0,-1.0,-1.0,0.0,-1.11278
SINHCAF,ENSG00000139146,0.0,0.0,0.0,0.0,0.0,0.88688,0.0,-1.0,-1.0,0.0,-1.1131199999999999
ZDHHC21,ENSG00000175893,0.0,0.0,0.0,0.0,0.0,0.8867899999999999,0.0,-1.0,-1.0,0.0,-1.11321
STRAP,ENSG00000023734,0.0,0.0,0.0,0.0,0.0,0.8857149999999997,0.0,-1.0,-1.0,0.0,-1.1142850000000002
MED31,ENSG00000108590,0.0,0.0,0.0,0.0,0.0,0.8854950000000003,0.0,-1.0,-1.0,0.0,-1.1145049999999999
PSPC1,ENSG00000121390,0.0,0.0,0.0,0.0,0.0,0.885275,0.0,-1.0,-1.0,0.0,-1.114725
PICALM,ENSG00000073921,0.0,0.0,0.0,0.0,0.0,0.8849699999999998,0.0,-1.0,-1.0,0.0,-1.1150300000000002
STUB1,ENSG00000103266,0.0,0.0,0.0,0.0,0.0,0.8844900000000002,0.0,-1.0,-1.0,0.0,-1.1155099999999998
NUP93,ENSG00000102900,0.0,0.0,0.0,0.0,0.0,0.8840049999999998,0.0,-1.0,-1.0,0.0,-1.1159950000000003
SAP18,ENSG00000150459,0.0,0.0,0.0,0.0,0.0,0.8837200000000003,0.0,-1.0,-1.0,0.0,-1.1162799999999997
MTF2,ENSG00000143033,0.0,0.0,0.0,0.0,0.0,0.8819549999999999,0.0,-1.0,-1.0,0.0,-1.118045
DERL1,ENSG00000136986,0.0,0.0,0.0,0.0,0.0,0.88048,0.0,-1.0,-1.0,0.0,-1.11952
ZNF148,ENSG00000163848,0.0,0.0,0.0,0.0,0.0,0.8803550000000001,0.0,-1.0,-1.0,0.0,-1.1196449999999998
TIMM8B,ENSG00000150779,0.0,0.0,0.0,0.0,0.0,0.8795200000000001,0.0,-1.0,-1.0,0.0,-1.12048
COPG2,ENSG00000158623,0.0,0.0,0.0,0.0,0.0,0.87945,0.0,-1.0,-1.0,0.0,-1.1205500000000002
LAMTOR3,ENSG00000109270,0.0,0.0,0.0,0.0,0.0,0.8790300000000002,0.0,-1.0,-1.0,0.0,-1.1209699999999998
CCT2,ENSG00000166226,0.0,0.0,0.0,0.0,0.0,0.8785049999999999,0.0,-1.0,-1.0,0.0,-1.1214950000000001
VPS11,ENSG00000160695,0.0,0.0,0.0,0.0,0.0,0.8777900000000003,0.0,-1.0,-1.0,0.0,-1.1222099999999997
PCGF3,ENSG00000185619,0.0,0.0,0.0,0.0,0.0,0.8760350000000002,0.0,-1.0,-1.0,0.0,-1.1239649999999997
USP34,ENSG00000115464,0.0,0.0,0.0,0.0,0.0,0.8759149999999998,0.0,-1.0,-1.0,0.0,-1.1240850000000002
DDX19A,ENSG00000168872,0.0,0.0,0.0,0.0,0.0,0.8744750000000003,0.0,-1.0,-1.0,0.0,-1.1255249999999997
CHMP1A,ENSG00000131165,0.0,0.0,0.0,0.0,0.0,0.87245,0.0,-1.0,-1.0,0.0,-1.12755
DHX40,ENSG00000108406,0.0,0.0,0.0,0.0,0.0,0.8716299999999997,0.0,-1.0,-1.0,0.0,-1.1283700000000003
CUL4B,ENSG00000158290,0.0,0.0,0.0,0.0,0.0,0.87151,0.0,-1.0,-1.0,0.0,-1.12849
ZNHIT1,ENSG00000106400,0.0,0.0,0.0,0.0,0.0,0.8701300000000003,0.0,-1.0,-1.0,0.0,-1.1298699999999997
UBE4A,ENSG00000110344,0.0,0.0,0.0,0.0,0.0,0.8686700000000002,0.0,-1.0,-1.0,0.0,-1.1313299999999997
MTMR2,ENSG00000087053,0.0,0.0,0.0,0.0,0.0,0.8678049999999999,0.0,-1.0,-1.0,0.0,-1.132195
HERC1,ENSG00000103657,0.0,0.0,0.0,0.0,0.0,0.8673099999999998,0.0,-1.0,-1.0,0.0,-1.1326900000000002
SMARCE1,ENSG00000073584,0.0,0.0,0.0,0.0,0.0,0.86618,0.0,-1.0,-1.0,0.0,-1.13382
HS6ST1,ENSG00000136720,0.0,0.0,0.0,0.0,0.0,0.86618,0.0,-1.0,-1.0,0.0,-1.13382
TXNL4B,ENSG00000140830,0.0,0.0,0.0,0.0,0.0,0.8657699999999998,0.0,-1.0,-1.0,0.0,-1.13423
CLCN3,ENSG00000109572,0.0,0.0,0.0,0.0,0.0,0.8655250000000002,0.0,-1.0,-1.0,0.0,-1.1344749999999997
SMG9,ENSG00000105771,0.0,0.0,0.0,0.0,0.0,0.8653849999999998,0.0,-1.0,-1.0,0.0,-1.1346150000000002
EMC2,ENSG00000104412,0.0,0.0,0.0,0.0,0.0,0.8653199999999999,0.0,-1.0,-1.0,0.0,-1.1346800000000001
TADA2A,ENSG00000276234,0.0,0.0,0.0,0.0,0.0,0.8645600000000002,0.0,-1.0,-1.0,0.0,-1.1354399999999998
NDFIP1,ENSG00000131507,0.0,0.0,0.0,0.0,0.0,0.864255,0.0,-1.0,-1.0,0.0,-1.135745
TMEM9,ENSG00000116857,0.0,0.0,0.0,0.0,0.0,0.8633899999999997,0.0,-1.0,-1.0,0.0,-1.1366100000000003
PHF6,ENSG00000156531,0.0,0.0,0.0,0.0,0.0,0.8630150000000001,0.0,-1.0,-1.0,0.0,-1.136985
COPG1,ENSG00000181789,0.0,0.0,0.0,0.0,0.0,0.8627000000000002,0.0,-1.0,-1.0,0.0,-1.1372999999999998
CNPY2,ENSG00000257727,0.0,0.0,0.0,0.0,0.0,0.8626350000000003,0.0,-1.0,-1.0,0.0,-1.1373649999999997
BRCC3,ENSG00000185515,0.0,0.0,0.0,0.0,0.0,0.8625450000000001,0.0,-1.0,-1.0,0.0,-1.1374549999999999
